EmpID,Gender,Age,MaritalStatus,JobLevel,Experience,Dept,EmpType,WLB,WorkEnv,PhysicalActivityHours,Workload,Stress,SleepHours,CommuteMode,CommuteDistance,NumCompanies,TeamSize,NumReports,EduLevel,haveOT,TrainingHoursPerYear,JobSatisfaction
1517,Male,23,Single,Intern/Fresher,1,IT,Full-Time,5,5,1.9,5,3,7.1,Car,6,0,26,0,High School,TRUE,10.5,4
1518,Other,22,Single,Junior,0,IT,Full-Time,5,5,1.7,4,3,6.9,Public Transport,9,0,5,0,High School,FALSE,20,4
1534,Other,22,Single,Junior,0,Operations,Full-Time,4,4,2,3,1,7.9,Car,5,0,10,0,High School,FALSE,20,4
1550,Female,24,Single,Junior,2,Operations,Part-Time,5,5,2.6,5,1,7.8,Car,11,0,8,0,High School,FALSE,21,4
1594,Female,22,Single,Junior,0,Sales,Full-Time,5,4,2.4,3,2,6.5,Walk,1,0,5,0,High School,FALSE,20,4
1606,Male,23,Single,Intern/Fresher,1,Finance,Full-Time,3,3,2.1,4,1,8.3,Public Transport,25,0,20,0,High School,FALSE,10.5,4
1643,Male,23,Single,Intern/Fresher,1,IT,Full-Time,2,5,1.5,1,1,6.5,Car,8,0,25,0,High School,TRUE,10.5,4
1695,Female,24,Married,Junior,2,Legal,Full-Time,4,2,0.9,2,1,8.3,Public Transport,17,0,7,0,High School,FALSE,21,4
1699,Male,22,Single,Junior,0,Sales,Full-Time,3,2,1.5,4,1,7.3,Car,14,0,5,0,High School,FALSE,20,4
1789,Female,23,Single,Intern/Fresher,1,Sales,Full-Time,4,5,1,2,1,8,Car,23,0,23,0,High School,TRUE,10.5,4
1793,Male,23,Single,Intern/Fresher,1,Legal,Full-Time,1,3,2.5,1,4,7.8,Car,17,0,21,0,High School,FALSE,10.5,4
1806,Other,23,Single,Intern/Fresher,1,Finance,Full-Time,1,5,3.2,2,1,7,Public Transport,26,0,25,0,High School,FALSE,10.5,4
1844,Male,24,Single,Junior,2,Customer Service,Full-Time,3,1,0.8,2,3,8.1,Car,9,0,5,0,High School,FALSE,21,4
1873,Female,23,Single,Intern/Fresher,1,Legal,Full-Time,4,3,1.4,1,1,7,Motorbike,24,0,22,0,High School,FALSE,10.5,4
1881,Male,24,Single,Junior,2,IT,Contract,4,2,1.6,2,3,7.5,Public Transport,9,0,7,0,High School,TRUE,21,4
1902,Male,22,Single,Junior,0,IT,Full-Time,1,3,1.9,4,3,9.1,Car,23,0,5,0,High School,FALSE,20,4
1910,Other,22,Single,Intern/Fresher,0,Finance,Full-Time,4,3,1.9,5,1,7.2,Motorbike,9,0,23,0,High School,FALSE,10,4
1912,Male,22,Single,Junior,0,Operations,Full-Time,2,3,0.7,3,2,7.3,Car,16,0,6,0,High School,FALSE,20,4
1924,Female,23,Single,Junior,1,IT,Full-Time,1,5,0.5,5,1,6.1,Bike,7,0,9,0,High School,FALSE,20.5,4
1958,Male,24,Single,Junior,2,Finance,Full-Time,5,4,3.6,4,1,6.9,Public Transport,27,0,6,0,High School,TRUE,21,4
1989,Male,22,Single,Intern/Fresher,0,Finance,Full-Time,2,5,1.5,3,1,6.4,Walk,2,0,25,0,High School,FALSE,10,4
1995,Female,22,Single,Intern/Fresher,0,Sales,Full-Time,4,2,3.7,3,2,6,Public Transport,23,0,22,0,High School,FALSE,10,4
2013,Female,29,Single,Junior,7,Marketing,Full-Time,4,5,1.7,4,1,7.1,Public Transport,26,2,5,0,High School,FALSE,23.5,4
2105,Male,22,Single,Intern/Fresher,0,Operations,Full-Time,3,2,2.2,4,1,8.4,Bike,2,0,21,0,High School,FALSE,10,4
2126,Female,23,Single,Junior,1,Finance,Full-Time,4,1,2.4,4,1,7.3,Car,24,0,9,0,High School,FALSE,20.5,4
2129,Male,23,Single,Intern/Fresher,1,Legal,Full-Time,3,2,2.1,3,3,7.9,Motorbike,19,0,23,0,High School,FALSE,10.5,4
2144,Male,24,Single,Junior,2,Operations,Full-Time,4,2,0.8,4,1,6.8,Car,12,0,10,0,High School,FALSE,21,4
2148,Female,22,Single,Junior,0,Finance,Full-Time,1,2,2,2,1,7.5,Car,29,0,7,0,High School,FALSE,20,4
2198,Male,24,Single,Junior,2,HR,Contract,3,3,2.6,4,1,6.8,Public Transport,17,0,10,0,High School,FALSE,21,4
2200,Male,24,Single,Junior,2,IT,Full-Time,4,3,2.2,5,1,7.6,Car,11,0,5,0,High School,TRUE,21,4
2207,Male,24,Single,Junior,2,IT,Full-Time,3,2,1,5,1,7.5,Motorbike,8,0,7,0,High School,FALSE,21,4
2212,Male,23,Single,Intern/Fresher,1,Finance,Full-Time,4,2,2.3,2,3,7.9,Bike,8,0,25,0,High School,FALSE,10.5,4
2222,Other,22,Single,Intern/Fresher,0,Sales,Full-Time,5,3,0.9,2,2,7.4,Car,13,0,29,0,High School,FALSE,10,4
2223,Female,27,Single,Junior,5,HR,Full-Time,4,2,3.1,1,1,6.6,Public Transport,20,1,9,0,High School,FALSE,22.5,4
2280,Female,24,Single,Junior,2,Finance,Full-Time,4,3,2.8,5,1,7.1,Motorbike,13,0,8,0,High School,FALSE,21,4
2310,Male,22,Single,Junior,0,IT,Full-Time,5,4,0.7,5,1,8.5,Motorbike,4,0,10,0,High School,TRUE,20,4
2380,Male,22,Single,Intern/Fresher,0,Marketing,Full-Time,3,3,2.1,5,1,7.5,Car,19,0,23,0,High School,FALSE,10,4
2427,Female,23,Single,Junior,1,Operations,Full-Time,5,4,2.6,4,3,6.8,Bike,1,0,7,0,High School,FALSE,20.5,4
2433,Female,22,Single,Intern/Fresher,0,Marketing,Full-Time,1,2,2.5,2,1,6.3,Car,22,0,20,0,High School,FALSE,10,4
2439,Female,24,Single,Junior,2,Operations,Part-Time,4,5,1.5,5,1,7.8,Motorbike,21,0,5,0,High School,FALSE,21,4
2446,Female,24,Single,Junior,2,HR,Full-Time,5,5,1.2,3,4,6.7,Car,9,0,9,0,High School,FALSE,21,4
2448,Female,22,Single,Junior,0,Operations,Full-Time,1,2,1.4,2,2,8.4,Car,8,0,9,0,High School,FALSE,20,4
2463,Female,22,Single,Intern/Fresher,0,Operations,Full-Time,2,2,2.9,3,1,8.5,Public Transport,16,0,30,0,High School,FALSE,10,4
2466,Male,25,Single,Junior,3,IT,Full-Time,1,4,2.2,1,1,5.5,Public Transport,25,1,6,0,High School,TRUE,21.5,4
2468,Other,29,Single,Junior,7,Sales,Full-Time,4,3,1.4,4,1,6.4,Car,8,2,5,0,High School,FALSE,23.5,4
2482,Female,23,Single,Intern/Fresher,1,Sales,Full-Time,5,5,3,4,1,5,Bike,9,0,26,0,High School,FALSE,10.5,4
2517,Other,22,Single,Junior,0,Operations,Full-Time,4,3,4.8,4,1,8.2,Walk,2,0,9,0,High School,FALSE,20,4
2521,Female,23,Single,Junior,1,Marketing,Full-Time,2,3,0.5,1,1,7.3,Car,24,0,9,0,High School,FALSE,20.5,4
2554,Female,24,Single,Junior,2,Finance,Contract,1,5,3,1,3,4.4,Walk,2,0,7,0,High School,FALSE,21,4
2555,Female,22,Single,Intern/Fresher,0,Sales,Part-Time,1,3,3.1,2,1,8.6,Car,29,0,24,0,High School,FALSE,10,4
2557,Male,23,Single,Intern/Fresher,1,Sales,Full-Time,2,4,3.1,2,3,7.4,Walk,1,0,27,0,High School,FALSE,10.5,4
2560,Male,24,Single,Junior,2,Operations,Full-Time,3,1,0.6,2,1,6.4,Car,14,0,9,0,High School,FALSE,21,4
2568,Male,23,Single,Intern/Fresher,1,Operations,Full-Time,1,5,1.4,3,1,5.5,Public Transport,17,0,20,0,High School,FALSE,10.5,4
2573,Male,22,Single,Intern/Fresher,0,Finance,Full-Time,5,2,1.4,3,1,6.9,Motorbike,7,0,28,0,High School,FALSE,10,4
2585,Male,28,Single,Junior,6,IT,Full-Time,2,2,0.9,2,1,8.5,Bike,10,2,6,0,High School,TRUE,23,4
2606,Male,23,Single,Junior,1,HR,Full-Time,3,2,1.9,5,2,8,Car,17,0,7,0,High School,FALSE,20.5,4
2607,Female,22,Single,Junior,0,Operations,Full-Time,2,3,1.5,1,1,8.3,Public Transport,23,0,7,0,High School,FALSE,20,4
2620,Male,22,Single,Intern/Fresher,0,Finance,Part-Time,5,2,2.3,2,3,8.2,Car,23,0,26,0,High School,FALSE,10,4
2635,Female,23,Single,Junior,1,IT,Full-Time,4,2,2.5,1,2,6.4,Bike,7,0,6,0,High School,FALSE,20.5,4
2642,Female,28,Single,Junior,4,Legal,Contract,5,2,2.8,5,1,7.7,Bike,3,2,7,0,High School,FALSE,22,4
2648,Female,22,Single,Junior,0,Marketing,Full-Time,4,1,3.8,2,1,7.4,Car,8,0,9,0,High School,TRUE,20,4
2670,Male,22,Single,Intern/Fresher,0,IT,Part-Time,1,4,2.4,4,1,7.5,Bike,3,0,21,0,High School,FALSE,10,4
2676,Female,23,Single,Junior,1,Operations,Part-Time,5,1,1.8,4,1,7.6,Public Transport,15,0,8,0,High School,FALSE,20.5,4
2708,Male,27,Single,Junior,5,Finance,Full-Time,3,4,0.7,3,4,7,Public Transport,22,1,7,0,High School,FALSE,22.5,4
2711,Male,23,Single,Intern/Fresher,1,Operations,Full-Time,2,5,1.1,3,4,6.8,Car,20,0,29,0,High School,FALSE,10.5,4
2730,Female,24,Single,Junior,2,Finance,Full-Time,3,3,2.6,2,3,8.6,Car,24,0,5,0,High School,FALSE,21,4
2736,Female,29,Single,Junior,7,IT,Contract,5,1,1.8,5,1,7.4,Public Transport,22,2,5,0,High School,FALSE,23.5,4
2992,Male,23,Single,Junior,1,Marketing,Full-Time,2,2,0.2,5,4,6.3,Public Transport,25,0,9,0,High School,TRUE,20.5,4
397,Female,22,Single,Junior,0,Finance,Full-Time,4,2,2.1,4,2,6.6,Motorbike,7,0,7,0,High School,TRUE,20,3
498,Female,22,Single,Intern/Fresher,0,Operations,Full-Time,2,4,2.1,3,4,5,Motorbike,17,0,23,0,High School,TRUE,10,3
540,Female,22,Single,Junior,0,Finance,Full-Time,5,1,0.3,2,4,7.5,Car,17,0,9,0,High School,TRUE,20,3
2529,Female,24,Single,Junior,2,Finance,Contract,4,5,3.4,2,1,6.9,Motorbike,10,0,5,0,High School,FALSE,21,3
682,Female,23,Single,Intern/Fresher,1,Sales,Full-Time,2,5,2.5,3,2,7.1,Car,6,0,22,0,High School,TRUE,10.5,3
684,Female,23,Single,Junior,1,Customer Service,Full-Time,1,3,2.2,3,1,6.5,Motorbike,12,0,7,0,High School,FALSE,20.5,3
691,Male,23,Single,Intern/Fresher,1,Finance,Full-Time,5,2,0.8,1,3,6.9,Car,28,0,26,0,High School,FALSE,10.5,3
692,Female,26,Single,Junior,4,Legal,Full-Time,1,5,0.2,3,1,7.7,Car,23,1,5,0,High School,FALSE,22,3
696,Female,24,Single,Junior,2,Finance,Full-Time,1,5,2.8,5,3,8.2,Bike,10,0,9,0,High School,FALSE,21,3
760,Male,22,Single,Intern/Fresher,0,IT,Part-Time,1,4,2.6,2,1,7.3,Car,16,0,28,0,High School,FALSE,10,3
776,Female,22,Single,Intern/Fresher,0,Finance,Full-Time,3,3,3,2,2,7.9,Car,10,0,23,0,High School,FALSE,10,3
781,Male,23,Single,Intern/Fresher,1,IT,Full-Time,4,2,0.8,5,1,8.9,Car,14,0,27,0,High School,TRUE,10.5,3
806,Male,22,Single,Junior,0,Sales,Part-Time,4,1,2.5,3,1,6.6,Public Transport,9,0,7,0,High School,FALSE,20,3
824,Female,23,Single,Junior,1,IT,Full-Time,4,1,2.9,4,1,8,Car,22,0,7,0,High School,TRUE,20.5,3
834,Male,23,Single,Junior,1,Legal,Part-Time,4,4,0.3,3,1,7.3,Motorbike,15,0,8,0,High School,FALSE,20.5,3
843,Female,22,Single,Junior,0,Marketing,Part-Time,5,2,2.3,2,1,6.2,Public Transport,23,0,8,0,High School,FALSE,20,3
873,Male,22,Single,Junior,0,Operations,Full-Time,4,1,1.2,5,3,9.4,Motorbike,16,0,10,0,High School,FALSE,20,3
915,Male,24,Single,Junior,2,Finance,Full-Time,2,5,0.4,5,1,7.2,Bike,10,0,8,0,High School,FALSE,21,3
921,Male,23,Single,Junior,1,IT,Full-Time,5,2,3.3,1,1,6.3,Public Transport,26,0,6,0,High School,TRUE,20.5,3
927,Female,26,Single,Junior,4,Finance,Part-Time,4,1,1.7,5,1,7.9,Public Transport,19,1,6,0,High School,FALSE,22,3
929,Male,23,Single,Junior,1,IT,Full-Time,4,4,2,5,2,7.7,Walk,1,0,7,0,High School,TRUE,20.5,3
947,Female,23,Single,Intern/Fresher,1,Marketing,Contract,3,1,1.9,1,1,6,Bike,4,0,23,0,High School,FALSE,10.5,3
975,Female,22,Single,Intern/Fresher,0,Sales,Full-Time,5,2,2.3,3,3,8,Car,27,0,21,0,High School,FALSE,10,3
985,Female,22,Single,Intern/Fresher,0,Legal,Full-Time,1,2,3.4,2,2,7.5,Public Transport,29,0,21,0,High School,FALSE,10,3
1021,Male,22,Single,Intern/Fresher,0,Marketing,Full-Time,5,2,1.4,4,2,6.5,Car,27,0,22,0,High School,FALSE,10,3
1031,Male,23,Single,Intern/Fresher,1,Finance,Full-Time,3,2,2.2,4,1,6.1,Motorbike,22,0,20,0,High School,FALSE,10.5,3
1032,Male,23,Single,Intern/Fresher,1,Operations,Full-Time,5,2,1.3,4,1,9.6,Public Transport,10,0,26,0,High School,FALSE,10.5,3
1040,Male,26,Single,Junior,4,Finance,Full-Time,5,4,2.2,5,1,6.1,Bike,8,1,5,0,High School,FALSE,22,3
1042,Male,29,Single,Junior,7,IT,Full-Time,3,5,1.1,3,1,6.8,Bike,9,2,7,0,High School,TRUE,23.5,3
1048,Female,27,Single,Junior,5,Operations,Full-Time,3,5,3.5,5,1,6.2,Bike,2,1,6,0,High School,FALSE,22.5,3
1069,Male,22,Single,Intern/Fresher,0,IT,Part-Time,1,5,2.1,1,2,7.2,Bike,10,0,20,0,High School,TRUE,10,3
1075,Male,28,Single,Junior,6,Sales,Part-Time,5,2,2.7,2,1,6.7,Public Transport,20,2,9,0,High School,FALSE,23,3
2257,Male,22,Single,Intern/Fresher,0,Finance,Full-Time,1,1,2.1,4,1,7.2,Public Transport,28,0,23,0,High School,FALSE,10,3
2286,Female,23,Single,Intern/Fresher,1,Finance,Full-Time,1,1,1.9,5,1,6.8,Car,10,0,22,0,High School,FALSE,10.5,3
2304,Female,26,Single,Junior,3,Finance,Full-Time,1,1,2.6,2,1,6,Walk,1,1,10,0,High School,FALSE,21.5,3
2363,Female,22,Single,Intern/Fresher,0,Operations,Part-Time,1,2,2.5,2,3,6.8,Bike,8,0,21,0,High School,FALSE,10,3
2366,Male,28,Single,Junior,6,IT,Part-Time,1,2,2.9,5,1,7.5,Car,11,2,6,0,High School,TRUE,23,3
2409,Male,22,Single,Intern/Fresher,0,IT,Full-Time,3,1,1.6,4,1,6,Car,28,0,21,0,High School,TRUE,10,3
2440,Male,24,Single,Junior,2,IT,Full-Time,2,3,1.8,5,1,7.3,Public Transport,10,0,6,0,High School,TRUE,21,3
2467,Male,23,Single,Junior,1,Finance,Full-Time,3,2,1.9,5,3,8.4,Public Transport,5,0,6,0,High School,TRUE,20.5,3
2520,Male,22,Single,Intern/Fresher,0,IT,Full-Time,2,5,1.7,5,1,6.4,Walk,1,0,28,0,High School,TRUE,10,3
2539,Male,24,Single,Junior,2,Operations,Full-Time,5,1,2.5,5,1,6.8,Public Transport,15,0,5,0,High School,TRUE,21,3
2551,Male,22,Single,Intern/Fresher,0,IT,Part-Time,2,2,2.3,5,1,7.5,Car,24,0,23,0,High School,TRUE,10,3
2577,Female,23,Single,Junior,1,Legal,Part-Time,1,2,1.3,5,2,6.3,Bike,6,0,10,0,High School,FALSE,20.5,3
2599,Female,24,Single,Junior,2,Marketing,Full-Time,1,2,3.2,4,1,6.3,Public Transport,22,0,5,0,High School,FALSE,21,3
2629,Female,23,Single,Intern/Fresher,1,Customer Service,Full-Time,4,1,0.3,3,3,6.7,Motorbike,17,0,20,0,High School,FALSE,10.5,3
2686,Female,22,Single,Junior,0,Marketing,Full-Time,1,2,0,4,1,4.8,Car,24,0,10,0,High School,FALSE,20,3
2690,Male,26,Single,Junior,4,Sales,Part-Time,1,2,2.8,1,1,6.7,Public Transport,22,1,5,0,High School,TRUE,22,3
2715,Female,23,Single,Intern/Fresher,1,IT,Part-Time,1,2,0,2,1,5.7,Car,22,0,22,0,High School,FALSE,10.5,3
2760,Female,26,Single,Junior,4,IT,Full-Time,4,1,1.1,3,1,5.9,Bike,1,1,5,0,High School,TRUE,22,3
2777,Male,24,Married,Junior,1,IT,Full-Time,1,4,0.1,2,3,6.9,Walk,2,0,8,0,High School,TRUE,20.5,3
2849,Male,23,Single,Junior,1,IT,Full-Time,1,3,1.7,5,3,9.1,Public Transport,8,0,7,0,High School,FALSE,20.5,3
313,Male,23,Single,Junior,1,IT,Full-Time,3,1,2.2,3,4,7.1,Public Transport,29,0,7,0,High School,TRUE,20.5,2
329,Male,23,Single,Intern/Fresher,1,IT,Part-Time,1,4,0.4,5,2,6.8,Public Transport,20,0,28,0,High School,TRUE,10.5,2
1100,Female,22,Single,Junior,0,Finance,Full-Time,5,5,1.1,4,2,7,Car,8,0,10,0,High School,FALSE,20,2
1135,Male,23,Single,Junior,1,IT,Full-Time,2,3,3.1,1,2,7.4,Public Transport,18,0,6,0,High School,TRUE,20.5,2
1138,Other,22,Single,Intern/Fresher,0,Finance,Full-Time,1,3,1.1,5,1,8.8,Public Transport,28,0,24,0,High School,FALSE,10,2
1139,Male,24,Single,Junior,2,Operations,Full-Time,5,2,1.2,4,1,6.6,Public Transport,18,0,8,0,High School,FALSE,21,2
1161,Male,22,Single,Intern/Fresher,0,IT,Full-Time,1,2,3,3,1,9.6,Public Transport,26,0,20,0,High School,TRUE,10,2
1182,Male,24,Single,Junior,2,Finance,Full-Time,4,1,1.6,3,1,7.8,Car,28,0,10,0,High School,FALSE,21,2
1203,Male,23,Single,Junior,1,Finance,Full-Time,5,3,3.9,2,2,7.9,Public Transport,5,0,8,0,High School,FALSE,20.5,2
1278,Female,24,Married,Junior,2,Operations,Full-Time,4,5,3.4,5,1,6.4,Motorbike,4,0,5,0,High School,FALSE,21,2
1307,Other,23,Single,Intern/Fresher,1,Sales,Full-Time,3,1,0.8,1,2,6.8,Bike,4,0,25,0,High School,FALSE,10.5,2
1311,Female,25,Married,Junior,3,Finance,Full-Time,5,1,4,1,1,6.4,Motorbike,20,1,7,0,High School,FALSE,21.5,2
1315,Male,22,Single,Intern/Fresher,0,Marketing,Part-Time,5,3,2.4,1,2,6.7,Public Transport,28,0,21,0,High School,TRUE,10,2
1335,Female,28,Single,Junior,2,IT,Full-Time,2,5,4.2,3,3,8.2,Car,10,2,9,0,High School,TRUE,21,2
1354,Male,29,Single,Junior,7,IT,Part-Time,5,5,0,2,2,5.9,Bike,3,2,6,0,High School,TRUE,23.5,2
1373,Female,23,Single,Intern/Fresher,1,Operations,Full-Time,2,5,0.2,4,1,6.9,Public Transport,10,0,22,0,High School,FALSE,10.5,2
1379,Male,23,Single,Junior,1,Finance,Full-Time,5,5,3.5,5,1,7.2,Public Transport,15,0,9,0,High School,FALSE,20.5,2
1384,Female,22,Single,Junior,0,Legal,Full-Time,2,3,1.2,4,1,9.2,Public Transport,27,0,9,0,High School,FALSE,20,2
1406,Other,24,Single,Junior,2,IT,Part-Time,3,4,3.2,3,1,7.4,Car,13,0,8,0,High School,TRUE,21,2
1440,Female,22,Single,Junior,0,IT,Contract,4,2,1.9,4,1,7.5,Walk,1,0,9,0,High School,TRUE,20,2
1451,Male,22,Single,Intern/Fresher,0,Marketing,Full-Time,3,5,2.2,2,2,5.8,Motorbike,15,0,22,0,High School,FALSE,10,2
1457,Female,24,Single,Junior,2,Sales,Contract,3,5,1,2,2,7.2,Public Transport,16,0,8,0,High School,FALSE,21,2
669,Male,22,Single,Junior,0,Legal,Part-Time,1,3,2.9,4,1,6.2,Bike,5,0,9,0,High School,FALSE,20,1
695,Female,23,Single,Intern/Fresher,1,Marketing,Full-Time,2,2,2.2,5,2,7.9,Motorbike,16,0,25,0,High School,FALSE,10.5,1
712,Male,24,Single,Junior,2,Marketing,Full-Time,1,3,1.6,4,1,7.8,Walk,2,0,6,0,High School,TRUE,21,1
814,Female,23,Single,Intern/Fresher,1,Finance,Full-Time,1,4,3.4,5,3,7.1,Car,18,0,24,0,High School,FALSE,10.5,1
818,Male,23,Single,Junior,1,Sales,Part-Time,3,1,0,4,1,4.7,Public Transport,12,0,6,0,High School,TRUE,20.5,1
876,Male,28,Married,Junior,6,Legal,Full-Time,1,2,2.9,2,5,4.3,Bike,6,2,7,0,High School,TRUE,23,1
942,Male,22,Single,Intern/Fresher,0,Legal,Part-Time,2,3,0.7,4,2,6.8,Bike,7,0,25,0,High School,FALSE,10,1
943,Male,25,Single,Junior,3,IT,Part-Time,1,3,1.2,2,1,5.5,Public Transport,26,1,9,0,High School,TRUE,21.5,1
987,Male,22,Single,Intern/Fresher,0,IT,Full-Time,1,1,3.1,4,2,8.6,Walk,1,0,28,0,High School,TRUE,10,1
1071,Male,29,Single,Junior,7,IT,Contract,2,1,2.7,3,1,5,Car,24,2,10,0,High School,TRUE,23.5,1
1106,Other,23,Single,Intern/Fresher,1,Operations,Full-Time,2,4,1.6,5,4,5.2,Public Transport,22,0,29,0,High School,FALSE,10.5,1
1125,Female,27,Single,Junior,5,Finance,Full-Time,4,2,1.1,3,5,5.6,Car,9,1,7,0,High School,TRUE,22.5,1
1136,Female,29,Married,Junior,7,Marketing,Full-Time,4,1,1.7,5,1,5,Public Transport,26,2,9,0,High School,TRUE,23.5,1
1141,Male,29,Single,Junior,7,Legal,Full-Time,2,3,2.3,3,1,6.9,Motorbike,17,2,9,0,High School,TRUE,23.5,1
1148,Other,22,Single,Junior,0,Marketing,Full-Time,1,2,0.8,3,2,6.2,Public Transport,25,0,10,0,High School,FALSE,20,1
1207,Male,24,Single,Junior,2,Operations,Full-Time,1,2,3.4,5,1,6.9,Public Transport,18,0,10,0,High School,FALSE,21,1
1254,Male,23,Single,Junior,1,Legal,Full-Time,2,1,3,5,3,8.3,Car,25,0,6,0,High School,FALSE,20.5,1
1426,Male,22,Single,Intern/Fresher,0,IT,Full-Time,3,1,2.6,3,1,5.6,Public Transport,16,0,23,0,High School,TRUE,10,1
1505,Female,22,Single,Intern/Fresher,0,Legal,Full-Time,3,2,3,5,3,6.1,Car,11,0,28,0,High School,FALSE,10,1
1551,Male,23,Single,Intern/Fresher,1,Marketing,Full-Time,1,1,0.8,3,1,7.5,Public Transport,11,0,25,0,High School,FALSE,10.5,1
1595,Female,28,Married,Junior,6,HR,Full-Time,1,5,2,4,4,7.8,Bike,9,2,10,0,High School,FALSE,23,1
1628,Female,23,Single,Junior,1,Operations,Full-Time,4,3,4.6,4,3,7.6,Public Transport,8,0,8,0,High School,TRUE,20.5,1
1635,Male,24,Single,Junior,2,Legal,Full-Time,1,1,1.8,5,3,8.7,Car,13,0,5,0,High School,FALSE,21,1
1644,Male,24,Single,Junior,2,IT,Full-Time,2,2,2.3,4,2,7.4,Car,24,0,7,0,High School,FALSE,21,1
1653,Female,23,Single,Junior,1,IT,Full-Time,2,1,1.5,5,3,8.1,Car,27,0,6,0,High School,TRUE,20.5,1
1682,Male,23,Single,Intern/Fresher,1,Finance,Full-Time,5,1,2.9,4,1,5.9,Walk,1,0,26,0,High School,TRUE,10.5,1
1740,Male,23,Single,Intern/Fresher,1,Finance,Part-Time,2,2,2.3,4,3,7.2,Car,16,0,25,0,High School,FALSE,10.5,1
1772,Male,23,Single,Intern/Fresher,1,Finance,Full-Time,3,1,1.9,4,1,6.8,Public Transport,16,0,26,0,High School,FALSE,10.5,1
1785,Male,22,Single,Intern/Fresher,0,Marketing,Part-Time,4,2,0.9,4,3,6.3,Public Transport,25,0,22,0,Bachelor,FALSE,10,1
1867,Male,23,Single,Intern/Fresher,1,IT,Full-Time,1,4,2.6,5,1,8.4,Car,17,0,21,0,Bachelor,TRUE,10.5,1
1916,Female,22,Single,Junior,0,HR,Full-Time,3,1,3.4,5,1,4.7,Bike,10,0,7,0,Bachelor,FALSE,20,1
1977,Female,23,Single,Junior,1,IT,Full-Time,5,1,2.4,3,1,5.9,Motorbike,5,0,10,0,Bachelor,TRUE,20.5,1
1978,Female,22,Single,Intern/Fresher,0,HR,Full-Time,4,3,2,4,2,6,Motorbike,19,0,27,0,Bachelor,TRUE,10,1
2123,Male,27,Single,Junior,5,Finance,Part-Time,2,2,0.7,4,3,6.2,Car,5,1,7,0,Bachelor,FALSE,22.5,1
1,Female,37,Married,Senior,5,Operations,Full-Time,5,3,2.1,3,1,8.2,Motorbike,18,5,24,7,Bachelor,FALSE,42.5,5
4,Male,31,Married,Mid,2,Finance,Full-Time,5,5,1.5,2,2,7,Car,14,3,15,0,Bachelor,FALSE,31,5
104,Female,40,Married,Senior,18,Finance,Full-Time,5,2,2,1,1,7.5,Motorbike,12,6,21,5,Bachelor,FALSE,49,5
157,Male,29,Single,Mid,7,IT,Full-Time,4,5,2.8,2,1,8.4,Walk,1,2,12,0,Bachelor,FALSE,33.5,5
233,Male,29,Single,Senior,7,IT,Full-Time,3,5,3.3,1,1,8.1,Car,7,2,15,6,Bachelor,TRUE,43.5,5
251,Other,58,Single,Lead,2,Customer Service,Part-Time,5,5,0.9,1,1,6.9,Walk,2,12,24,8,Bachelor,FALSE,51,5
260,Male,35,Married,Senior,13,Finance,Full-Time,5,5,2.5,5,1,9.2,Motorbike,13,4,19,7,Bachelor,FALSE,46.5,5
277,Male,52,Married,Lead,3,IT,Full-Time,5,5,2.5,1,1,7.2,Bike,8,10,23,9,Bachelor,TRUE,51.5,5
321,Female,60,Married,Senior,8,Operations,Full-Time,5,4,4.3,3,1,7.4,Public Transport,23,12,25,5,Bachelor,FALSE,44,5
375,Other,59,Single,Lead,23,Finance,Part-Time,4,3,3.2,1,1,7.4,Public Transport,26,12,28,4,Bachelor,FALSE,61.5,5
399,Male,39,Single,Mid,17,IT,Contract,5,5,3.3,2,1,8.6,Bike,1,5,14,0,Bachelor,TRUE,38.5,5
466,Other,25,Single,Senior,3,Operations,Contract,5,5,0.6,4,1,8.5,Public Transport,29,1,18,3,Bachelor,FALSE,41.5,5
484,Male,31,Married,Senior,2,Customer Service,Part-Time,4,5,2.8,3,1,9,Bike,10,3,15,1,Bachelor,FALSE,41,5
502,Male,42,Married,Senior,13,Operations,Full-Time,5,5,3.8,1,4,7.3,Walk,2,6,17,9,Bachelor,FALSE,46.5,5
509,Male,38,Single,Senior,7,Finance,Full-Time,5,5,2.7,3,1,6.1,Public Transport,7,5,23,3,Bachelor,FALSE,43.5,5
561,Female,37,Single,Senior,14,Marketing,Full-Time,4,4,2.6,1,1,6.1,Public Transport,8,5,19,2,Bachelor,FALSE,47,5
569,Male,31,Single,Senior,9,Finance,Full-Time,5,3,0.6,1,1,7.8,Car,23,3,24,4,Bachelor,FALSE,44.5,5
584,Female,53,Married,Lead,8,Marketing,Full-Time,5,5,1.8,1,1,6.2,Car,11,10,22,7,Bachelor,FALSE,54,5
588,Other,43,Single,Mid,21,Finance,Part-Time,5,4,1.6,1,1,8.5,Car,21,7,12,0,Bachelor,FALSE,40.5,5
615,Female,29,Single,Mid,7,Finance,Full-Time,5,4,1.8,4,1,8.5,Walk,1,2,13,0,Bachelor,FALSE,33.5,5
630,Other,39,Single,Mid,17,Sales,Part-Time,5,5,2.6,1,1,7.3,Car,18,5,14,0,Bachelor,TRUE,38.5,5
658,Male,31,Married,Mid,3,IT,Full-Time,4,4,2.1,3,1,8.9,Car,17,3,12,0,Bachelor,FALSE,31.5,5
851,Female,34,Single,Mid,8,Sales,Part-Time,4,3,1.9,2,1,9,Public Transport,13,4,13,0,Bachelor,FALSE,34,5
